"Statistic Label","Census Year","Towns 2022","Means of Travel","UNIT","VALUE"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Newbliss, Co Monaghan","Bus, minibus or coach","Number","22"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Newbliss, Co Monaghan","Train, DART or LUAS","Number","0"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Newbliss, Co Monaghan","Motorcycle or scooter","Number","0"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Newbliss, Co Monaghan","Car Driver","Number","81"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Newbliss, Co Monaghan","Car passenger","Number","60"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Newbliss, Co Monaghan","Van","Number","22"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Newbliss, Co Monaghan","Other (incl. lorry)","Number","0"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Newbliss, Co Monaghan","Work mainly at or from home","Number","7"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Newbliss, Co Monaghan","Not stated","Number","9"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Newbliss, Co Monaghan","Total","Number","226"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Clones, Co Monaghan","On Foot","Number","405"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Clones, Co Monaghan","Bicycle","Number","4"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Clones, Co Monaghan","Bus, minibus or coach","Number","36"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Clones, Co Monaghan","Train, DART or LUAS","Number","2"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Clones, Co Monaghan","Motorcycle or scooter","Number","1"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Clones, Co Monaghan","Car Driver","Number","384"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Clones, Co Monaghan","Car passenger","Number","208"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Clones, Co Monaghan","Van","Number","37"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Clones, Co Monaghan","Other (incl. lorry)","Number","5"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Clones, Co Monaghan","Work mainly at or from home","Number","24"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Clones, Co Monaghan","Not stated","Number","60"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Clones, Co Monaghan","Total","Number","1166"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Scotshouse, Co Monaghan","On Foot","Number","21"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Scotshouse, Co Monaghan","Bicycle","Number","0"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Scotshouse, Co Monaghan","Bus, minibus or coach","Number","37"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Scotshouse, Co Monaghan","Train, DART or LUAS","Number","0"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Scotshouse, Co Monaghan","Motorcycle or scooter","Number","0"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Scotshouse, Co Monaghan","Car Driver","Number","82"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Scotshouse, Co Monaghan","Car passenger","Number","58"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Scotshouse, Co Monaghan","Van","Number","18"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Scotshouse, Co Monaghan","Other (incl. lorry)","Number","0"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Scotshouse, Co Monaghan","Work mainly at or from home","Number","7"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Scotshouse, Co Monaghan","Not stated","Number","9"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Scotshouse, Co Monaghan","Total","Number","232"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Loughshinny, Co Dublin","On Foot","Number","56"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Loughshinny, Co Dublin","Bicycle","Number","5"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Loughshinny, Co Dublin","Bus, minibus or coach","Number","54"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Loughshinny, Co Dublin","Train, DART or LUAS","Number","31"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Loughshinny, Co Dublin","Motorcycle or scooter","Number","3"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Loughshinny, Co Dublin","Car Driver","Number","157"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Loughshinny, Co Dublin","Car passenger","Number","74"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Loughshinny, Co Dublin","Van","Number","16"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Loughshinny, Co Dublin","Other (incl. lorry)","Number","2"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Loughshinny, Co Dublin","Work mainly at or from home","Number","67"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Loughshinny, Co Dublin","Not stated","Number","13"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Loughshinny, Co Dublin","Total","Number","478"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rush, Co Dublin","On Foot","Number","1191"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rush, Co Dublin","Bicycle","Number","259"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rush, Co Dublin","Bus, minibus or coach","Number","895"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rush, Co Dublin","Train, DART or LUAS","Number","526"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rush, Co Dublin","Motorcycle or scooter","Number","28"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rush, Co Dublin","Car Driver","Number","2685"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rush, Co Dublin","Car passenger","Number","1203"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rush, Co Dublin","Van","Number","287"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rush, Co Dublin","Other (incl. lorry)","Number","31"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rush, Co Dublin","Work mainly at or from home","Number","639"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rush, Co Dublin","Not stated","Number","394"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rush, Co Dublin","Total","Number","8138"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portrane, Co Dublin","On Foot","Number","40"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portrane, Co Dublin","Bicycle","Number","19"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portrane, Co Dublin","Bus, minibus or coach","Number","83"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portrane, Co Dublin","Train, DART or LUAS","Number","68"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portrane, Co Dublin","Motorcycle or scooter","Number","5"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portrane, Co Dublin","Car Driver","Number","298"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portrane, Co Dublin","Car passenger","Number","168"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portrane, Co Dublin","Van","Number","37"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portrane, Co Dublin","Other (incl. lorry)","Number","4"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portrane, Co Dublin","Work mainly at or from home","Number","42"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portrane, Co Dublin","Not stated","Number","23"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portrane, Co Dublin","Total","Number","787"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Skerries, Co Dublin","On Foot","Number","1549"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Skerries, Co Dublin","Bicycle","Number","318"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Skerries, Co Dublin","Bus, minibus or coach","Number","303"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Skerries, Co Dublin","Train, DART or LUAS","Number","1122"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Skerries, Co Dublin","Motorcycle or scooter","Number","17"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Skerries, Co Dublin","Car Driver","Number","2212"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Skerries, Co Dublin","Car passenger","Number","910"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Skerries, Co Dublin","Van","Number","189"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Skerries, Co Dublin","Other (incl. lorry)","Number","13"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Skerries, Co Dublin","Work mainly at or from home","Number","853"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Skerries, Co Dublin","Not stated","Number","216"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Skerries, Co Dublin","Total","Number","7702"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portmarnock, Co Dublin","On Foot","Number","1339"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portmarnock, Co Dublin","Bicycle","Number","138"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portmarnock, Co Dublin","Bus, minibus or coach","Number","362"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portmarnock, Co Dublin","Train, DART or LUAS","Number","1085"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portmarnock, Co Dublin","Motorcycle or scooter","Number","21"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portmarnock, Co Dublin","Car Driver","Number","2208"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portmarnock, Co Dublin","Car passenger","Number","926"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portmarnock, Co Dublin","Van","Number","161"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portmarnock, Co Dublin","Other (incl. lorry)","Number","8"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portmarnock, Co Dublin","Work mainly at or from home","Number","881"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portmarnock, Co Dublin","Not stated","Number","283"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Portmarnock, Co Dublin","Total","Number","7412"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Donabate, Co Dublin","On Foot","Number","1428"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Donabate, Co Dublin","Bicycle","Number","185"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Donabate, Co Dublin","Bus, minibus or coach","Number","406"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Donabate, Co Dublin","Train, DART or LUAS","Number","1390"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Donabate, Co Dublin","Motorcycle or scooter","Number","20"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Donabate, Co Dublin","Car Driver","Number","2304"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Donabate, Co Dublin","Car passenger","Number","842"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Donabate, Co Dublin","Van","Number","165"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Donabate, Co Dublin","Other (incl. lorry)","Number","9"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Donabate, Co Dublin","Work mainly at or from home","Number","835"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Donabate, Co Dublin","Not stated","Number","245"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Donabate, Co Dublin","Total","Number","7829"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Malahide, Co Dublin","On Foot","Number","1860"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Malahide, Co Dublin","Bicycle","Number","310"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Malahide, Co Dublin","Bus, minibus or coach","Number","1005"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Malahide, Co Dublin","Train, DART or LUAS","Number","1642"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Malahide, Co Dublin","Motorcycle or scooter","Number","23"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Malahide, Co Dublin","Car Driver","Number","4109"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Malahide, Co Dublin","Car passenger","Number","2027"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Malahide, Co Dublin","Van","Number","213"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Malahide, Co Dublin","Other (incl. lorry)","Number","22"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Malahide, Co Dublin","Work mainly at or from home","Number","1645"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Malahide, Co Dublin","Not stated","Number","424"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Malahide, Co Dublin","Total","Number","13280"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Lusk, Co Dublin","On Foot","Number","1198"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Lusk, Co Dublin","Bicycle","Number","194"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Lusk, Co Dublin","Bus, minibus or coach","Number","768"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Lusk, Co Dublin","Train, DART or LUAS","Number","317"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Lusk, Co Dublin","Motorcycle or scooter","Number","24"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Lusk, Co Dublin","Car Driver","Number","2255"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Lusk, Co Dublin","Car passenger","Number","1059"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Lusk, Co Dublin","Van","Number","210"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Lusk, Co Dublin","Other (incl. lorry)","Number","11"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Lusk, Co Dublin","Work mainly at or from home","Number","497"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Lusk, Co Dublin","Not stated","Number","482"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Lusk, Co Dublin","Total","Number","7015"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsaley, Co Dublin","On Foot","Number","34"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsaley, Co Dublin","Bicycle","Number","9"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsaley, Co Dublin","Bus, minibus or coach","Number","56"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsaley, Co Dublin","Train, DART or LUAS","Number","46"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsaley, Co Dublin","Motorcycle or scooter","Number","0"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsaley, Co Dublin","Car Driver","Number","201"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsaley, Co Dublin","Car passenger","Number","152"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsaley, Co Dublin","Van","Number","18"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsaley, Co Dublin","Other (incl. lorry)","Number","1"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsaley, Co Dublin","Work mainly at or from home","Number","86"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsaley, Co Dublin","Not stated","Number","62"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsaley, Co Dublin","Total","Number","665"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balrothery, Co Dublin","On Foot","Number","200"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balrothery, Co Dublin","Bicycle","Number","49"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balrothery, Co Dublin","Bus, minibus or coach","Number","190"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balrothery, Co Dublin","Train, DART or LUAS","Number","42"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balrothery, Co Dublin","Motorcycle or scooter","Number","5"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balrothery, Co Dublin","Car Driver","Number","600"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balrothery, Co Dublin","Car passenger","Number","355"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balrothery, Co Dublin","Van","Number","60"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balrothery, Co Dublin","Other (incl. lorry)","Number","2"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balrothery, Co Dublin","Work mainly at or from home","Number","85"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balrothery, Co Dublin","Not stated","Number","148"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balrothery, Co Dublin","Total","Number","1736"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balbriggan, Co Dublin","On Foot","Number","3996"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balbriggan, Co Dublin","Bicycle","Number","438"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balbriggan, Co Dublin","Bus, minibus or coach","Number","1325"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balbriggan, Co Dublin","Train, DART or LUAS","Number","1347"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balbriggan, Co Dublin","Motorcycle or scooter","Number","38"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balbriggan, Co Dublin","Car Driver","Number","5446"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balbriggan, Co Dublin","Car passenger","Number","2772"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balbriggan, Co Dublin","Van","Number","441"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balbriggan, Co Dublin","Other (incl. lorry)","Number","30"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balbriggan, Co Dublin","Work mainly at or from home","Number","1038"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balbriggan, Co Dublin","Not stated","Number","1227"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Balbriggan, Co Dublin","Total","Number","18098"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsealy-Drinan, Co Dublin","On Foot","Number","867"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsealy-Drinan, Co Dublin","Bicycle","Number","143"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsealy-Drinan, Co Dublin","Bus, minibus or coach","Number","879"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsealy-Drinan, Co Dublin","Train, DART or LUAS","Number","71"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsealy-Drinan, Co Dublin","Motorcycle or scooter","Number","22"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsealy-Drinan, Co Dublin","Car Driver","Number","2106"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsealy-Drinan, Co Dublin","Car passenger","Number","1009"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsealy-Drinan, Co Dublin","Van","Number","158"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsealy-Drinan, Co Dublin","Other (incl. lorry)","Number","17"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsealy-Drinan, Co Dublin","Work mainly at or from home","Number","470"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsealy-Drinan, Co Dublin","Not stated","Number","426"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kinsealy-Drinan, Co Dublin","Total","Number","6168"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Swords, Co Dublin","On Foot","Number","4669"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Swords, Co Dublin","Bicycle","Number","696"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Swords, Co Dublin","Bus, minibus or coach","Number","5182"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Swords, Co Dublin","Train, DART or LUAS","Number","211"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Swords, Co Dublin","Motorcycle or scooter","Number","141"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Swords, Co Dublin","Car Driver","Number","10650"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Swords, Co Dublin","Car passenger","Number","4663"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Swords, Co Dublin","Van","Number","808"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Swords, Co Dublin","Other (incl. lorry)","Number","45"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Swords, Co Dublin","Work mainly at or from home","Number","2256"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Swords, Co Dublin","Not stated","Number","1775"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Swords, Co Dublin","Total","Number","31096"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyboghil, Co Dublin","On Foot","Number","77"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyboghil, Co Dublin","Bicycle","Number","4"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyboghil, Co Dublin","Bus, minibus or coach","Number","47"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyboghil, Co Dublin","Train, DART or LUAS","Number","16"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyboghil, Co Dublin","Motorcycle or scooter","Number","3"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyboghil, Co Dublin","Car Driver","Number","226"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyboghil, Co Dublin","Car passenger","Number","159"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyboghil, Co Dublin","Van","Number","17"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyboghil, Co Dublin","Other (incl. lorry)","Number","2"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyboghil, Co Dublin","Work mainly at or from home","Number","59"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyboghil, Co Dublin","Not stated","Number","24"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyboghil, Co Dublin","Total","Number","634"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rivermeade, Co Dublin","On Foot","Number","53"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rivermeade, Co Dublin","Bicycle","Number","5"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rivermeade, Co Dublin","Bus, minibus or coach","Number","66"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rivermeade, Co Dublin","Train, DART or LUAS","Number","0"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rivermeade, Co Dublin","Motorcycle or scooter","Number","0"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rivermeade, Co Dublin","Car Driver","Number","118"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rivermeade, Co Dublin","Car passenger","Number","45"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rivermeade, Co Dublin","Van","Number","14"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rivermeade, Co Dublin","Other (incl. lorry)","Number","1"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rivermeade, Co Dublin","Work mainly at or from home","Number","13"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rivermeade, Co Dublin","Not stated","Number","21"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Rivermeade, Co Dublin","Total","Number","336"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Naul, Co Dublin","On Foot","Number","63"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Naul, Co Dublin","Bicycle","Number","1"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Naul, Co Dublin","Bus, minibus or coach","Number","52"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Naul, Co Dublin","Train, DART or LUAS","Number","13"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Naul, Co Dublin","Motorcycle or scooter","Number","0"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Naul, Co Dublin","Car Driver","Number","238"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Naul, Co Dublin","Car passenger","Number","90"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Naul, Co Dublin","Van","Number","28"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Naul, Co Dublin","Other (incl. lorry)","Number","3"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Naul, Co Dublin","Work mainly at or from home","Number","52"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Naul, Co Dublin","Not stated","Number","12"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Naul, Co Dublin","Total","Number","552"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Oldtown, Co Dublin","On Foot","Number","24"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Oldtown, Co Dublin","Bicycle","Number","3"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Oldtown, Co Dublin","Bus, minibus or coach","Number","46"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Oldtown, Co Dublin","Train, DART or LUAS","Number","1"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Oldtown, Co Dublin","Motorcycle or scooter","Number","1"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Oldtown, Co Dublin","Car Driver","Number","150"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Oldtown, Co Dublin","Car passenger","Number","101"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Oldtown, Co Dublin","Van","Number","14"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Oldtown, Co Dublin","Other (incl. lorry)","Number","3"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Oldtown, Co Dublin","Work mainly at or from home","Number","30"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Oldtown, Co Dublin","Not stated","Number","7"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Oldtown, Co Dublin","Total","Number","380"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Garristown, Co Dublin","On Foot","Number","42"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Garristown, Co Dublin","Bicycle","Number","2"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Garristown, Co Dublin","Bus, minibus or coach","Number","122"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Garristown, Co Dublin","Train, DART or LUAS","Number","3"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Garristown, Co Dublin","Motorcycle or scooter","Number","1"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Garristown, Co Dublin","Car Driver","Number","158"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Garristown, Co Dublin","Car passenger","Number","90"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Garristown, Co Dublin","Van","Number","13"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Garristown, Co Dublin","Other (incl. lorry)","Number","0"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Garristown, Co Dublin","Work mainly at or from home","Number","27"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Garristown, Co Dublin","Not stated","Number","21"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Garristown, Co Dublin","Total","Number","479"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Glencullen, Co Dublin","On Foot","Number","16"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Glencullen, Co Dublin","Bicycle","Number","3"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Glencullen, Co Dublin","Bus, minibus or coach","Number","9"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Glencullen, Co Dublin","Train, DART or LUAS","Number","17"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Glencullen, Co Dublin","Motorcycle or scooter","Number","1"
